Station,Lat,Lon,Date,Depth,Chl_GFF,Chl_0_2,Chl_5,Chl_2to5,Chl_0_2to2,Chl_10,Chl_5to10,Hbac1,Cyrptophytes,Cocolithophores,Syn,Pro,Peuk,Hbac2,Neuk,DMSP_particulate,DMSP_dissolved_plus_particulate,DMS_dissolved_plus_particulate,GP,GP_se,NCP,DCR,HPLC_Allo,HPLC_19But,HPLC_Chl_b,HPLC_Chl_c2,HPLC_Chl_c3,HPLC_Chl_a,HPLC_Diad,HPLC_dv_Chl_a,HPLC_dv_Chl_b,HPLC_Fuco,HPLC_19Hex,HPLC_Peri,HPLC_Viol,HPLC_Zea,Ammonium,Nitrite,NitratePlusNitrite,Orthophosphate,Silicate,POC,PON,PP_14C_0_2to2,PP_14C_2plus,Zinser_QPCR,HLI,HLII,Zinser_MIT_9211,LLI,LLII_LLIII,LLIV,Density,Temp,Salinity,PAR,LightSwitch,Fluor_Chl_a,kd412,kd443,kd490,kd510,kd560,kd620,kd665,kd685,Dist
PO4,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.001781706,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.001823348,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.001865963,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.001909574,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.001954204,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.001999877,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002046618,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002094451,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002143402,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002193497,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002244763,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002297228,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002350918,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002405863,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002462092,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002519636,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002578524,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002638789,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002700462,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002763577,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002828167,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.002894266,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.00296191,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003031136,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003101979,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003174477,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003248671,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003324598,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.0034023,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003481818,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003563194,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003646472,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003731697,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003818913,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003908168,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.003999509,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004092985,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004188645,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004286541,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004386726,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004489251,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004594173,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004701547,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004811431,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.004923883,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005038963,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005156732,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005277254,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005400593,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005526815,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005655986,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005788177,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.005923457,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006061899,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006203576,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006348565,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006496943,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006648788,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006804182,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.006963208,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.007125951,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.007292497,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.007462936,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.007637358,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.007815857,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.007998527,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.008185467,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.008376776,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.008572557,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.008772913,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.008977952,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.009187782,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.009402517,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.009622271,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.009847161,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.010077307,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.010312832,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.010553861,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.010800524,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.011052951,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.011311279,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.011575644,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.011846187,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.012123054,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.012406392,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.012696351,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.012993088,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.01329676,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.013607529,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.013925561,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.014251027,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.014584099,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.014924955,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.015273779,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.015630754,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.015996073,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.01636993,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.016752525,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.017144061,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.017544749,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.017954801,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.018374437,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.018803881,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.019243361,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.019693113,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.020153377,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.020624398,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.021106427,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.021599722,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.022104546,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.022621169,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.023149867,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.023690921,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.02424462,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.024811261,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.025391144,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.025984581,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.026591887,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.027213388,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.027849414,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.028500304,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.029166408,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.029848079,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.030545682,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.03125959,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
PO4,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0.031990183,,,,,,,,,,,,,,0,,,0,,,,,,,,,,
